data,stayingpower,texture,smell,price,others,colour,shipping,packing
"Son này mình Sài là cây th3 rồi, màu đẹp tôn da.
Gói hàng cẩn thận 
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",,,,,,,,positive
"Son siêu thơm, màu 302 siêu tôn da luôn, giá còn hời nữa, chất son ẩm không làm khô môi nhưng hơi khó bám, trôi cũng nhanh nhưng mà với giá tiền như thế này là quá hợp lí rồi",,positive,positive,positive,,positive,,
"Màu đẹp lắm ạ , thỏi mình mua là màu 25  
Lần đầu mình mua shop này mà mình thấy son ok lắm ạ , các bạn nên mua nha , giá cả cũng hợp lý và chuẩn auth luôn ạ ❤️❤️❤️❤️❤️",,,,positive,,positive,,
"Mình thấy vỏ son khá đẹp, chưa mở ra xem màu và chất sợ vì để tặng sinh nhật, nhưng thấy ổn nên cho 5sao",,neutral,,,,neutral,,
"Hình ảnh, video mang tính chất nhận xu
Shop giao đúng mẫu, dùng thích",,,,,,,neutral,
501 màu hồng đất khá xinh. 402 màu nâu đỏ đất. Đóng gói cẩn thận. Đủ và đúng hàng. Mua 80k đc 2 thỏi.,,,,positive,,positive,,positive
"Dùng lên màu thì mình k ưng lắm
Vì màu lên hơi k giống hình ổn
Nma chất son ổn",,positive,,,,negative,,
"Son sale giá rẻ, chính hãng, đóng gói cẩn thận. Bbia lên màu đẹp mà bám màu rất lâu",positive,,,positive,,positive,,positive
"Dòng điện là dòng chuyển dịch có hướng của các hạt mang điện. Trong các mạch điện, dòng điện tạo ra do sự chuyển dịch của các electron dọc theo dây dẫn. Ngoài ra, hạt mang điện cũng có thể là các ion hoặc chất điện ly. Trong trường hợp plasma thì cả ion và electron đều đóng",,,,,neutral,,,
"Chắc do sắc môi của mìn lên màu không đẹp. Chất son mịn, lì....",positive,positive,,,,negative,,
sp quá tuyệt vời chất son thơm mịn ociiila lắm nha mn lên mua đi ạ kkkkkk,,positive,positive,,,,,
Dù là mùa dịch nma shop giao hàng khá nhanh màu son ưng lắm nha cả nhà siêu tôn da cho bạn nào da ngâm như mình chất son mềm mịn có mùi thơm nhẹ nữa nhé,,positive,positive,,,positive,positive,
"Không có mấy em này chứng tỏ không phải dân chơi 🙃
Hình ảnh mang tính chất và vd mang tính chất minh hoạ ❣️ghhgg",,,,,neutral,,,
"Vỏ khá dth, son thơm mùi kẹo chưa, chất son hơi đặc và màu cực đúng ý mình, rate 5 sao thoyyyyy",,neutral,positive,,,positive,,
mọi thứ đưeuf rất ổn. có cái bong bóng chống sock hình caia túi rất là cute nha mọi người :v,,,,,neutral,,,
Giao đúng màu đúng mẫu son nhiều người mua như này thì không còn gì để chê rồi chỉ là chất son hơi khô mà cũng không lì như mình nghĩ ngưng với giá này thù quá đc rồi,negative,negative,,positive,,positive,neutral,
"Đóng gói hàng rất đẹp. Nhìn thiết kế son cũng xinh nữa
Nhưng khi lấy cây đánh ra rất khó 
Mùi cũng k thơm lắm 
Hàng quốc tế nên lâu
Nhưng dù s cx đánh giá 5 sao cho shop",,,negative,,,,negative,
Chắc lượng sản phẩm tuyệt vời đóng gói chắn chắn hình ảnh mang tính chất nhận xu,,,,,,,,positive
"Son bóng mướt thơm mùi chocolate thơm xỉu luôn â
Săn sale được 99k
Mà thấy bao bì các thứ Oke lắm",,,positive,positive,,,,
"Siêu siêu siêu xinh ạ, màu son lên đẹp, mướt và tôn da lắm ạ!!!",,positive,,,,positive,,
"Màu son xinh:3 mùi ngọt ❤️ giá thành ổn nên mua, giao hàng lâu 🥲",,,positive,positive,,positive,negative,
"Sản phẩm đóng gói cần thận, bao bìa bắt mắt. Màu 402 thiên đỏ còn 403 thiên cam. Chất son cũng không phải dạng dễ tán nhưng cũng không khó tán lắm. Son có mùi nhè nhẹ, hơi hắc xíu, không thơm.",,neutral,negative,,,,,positive
Giao hàng hơi lâu nhưng nói chung giá tiền và sp là ok. Nên mua. Hình ảnh mang tính chất nhận xu,,,,positive,,,negative,
Yi xchịu hỉ yioigfddxcvhjjkoof số dự jjbbccfhhjjjjjjjhhh,,,,,neutral,,,
"Giao hàng hơi lâu chút thôi, nhưng son rất là ưng, mua sale rẻ còn được tặng thêm. Sẽ tiếp tục ủng hộ shop❤️❤️",,,,positive,,,negative,
Mình đặt đỏ rượu vang nhưng lại về màu này tính trả hàng nhưng thôi dùng tạm....,,,,,,negative,,
Tuyệt vời ông mặt trời kkkkkkk ok ok ok ok laaaaaaooce kmbgdnjebcnb,,,,,neutral,,,
"Công dụng: ổn
Kết cấu: rất ổn
Độ bền màu: vô cùng ổn
Chất lượng sản phẩm tuyệt vời, đóng gói đẹp, phù hợp với giá tiền, nên mua",positive,positive,,positive,,,,
"Săn đc giá rẻ màu son đẹp , mùi thơm , giao hàng nhanh , đóng gói cẩn thận",,,positive,positive,,positive,positive,positive
"Chất son mịn, mùi sicula ngon zl ngửi muốn ăn luôn ý, son có dưỡng nên khi đánh ko bị khô môi. Màu lên khá chuẩn, đúng màu mình thích. 10₫",,positive,positive,,,positive,,
Màu son đỉnh của đỉnh. Chất son mịn khá lì. Màu lên đẹp. Hợp mọi loại da,positive,positive,,,,positive,,
Hình ảnh mang tính chất nhận xu….hàng giao nhanh màu đúng chuẩn sẽ mua lại dài dàiii,,,,,,positive,positive,
Son đẹp lắm lại còn rõ thơm mọi người nên có cho mình một thỏi hahahrufjfbji,,,positive,,,,,
NAN,,,,,neutral,,,
Sản phẩm ok. Mọi người nên mua . Chưa sử dụng nên chưa biết công dụng ra sao,,,,,neutral,,,
"Dịch nên giao hơi lâu nhưng mà trừi ưi ta nói nó xinh xức xắc muốn xĩu luon z áa, với lại săn ngay sale nên rẻ nữa, quá mê luonnn 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",,,,positive,,,neutral,
"Công dụng: son môi và dám mụn
Kết cấu: tốt
Độ bền màu: tốt
Son mềm mịn, đóng gọi kĩ.vì cái sự phèn ỉa của e đã lm rách luôn cái bịch miếng dán mụn🤧🤧",positive,positive,,,,,,positive
Sản phẩm chất lượng tốt nhất cho người dùng thì phải có cái gì cũng nên có cái hay riêng mà bạn đã có những thứ đó là những thứ đó là những thứ đó,,,,,neutral,,,
"Gói hàng xinh cẩn thận , son đẹp mua mall nên rất yên tâm nói chung là ưng lắm MN nên thử nhé 😍😍😍😍😍😍😍😍😍",,,,,,,,positive
"Màu son bình thường , mng cân nhắc nha Tạm biệt anh, khóc xong rồi thì thôi cất gọn poster anh vào góc, mình tạm thôi không nhìn nhau anh nhé. Mỗi lần nhìn thấy anh em sợ lại làm tim mình đau hơn. Em không biết em có vượt qua cú sốc này không nữa. Chờ",,,,,,neutral,,
"Sản phẩm gất là ok nha shop hong có j để chê luôn 🤩🤩🤩 nếu có cơ hội sẽ tiếp tục ủng hộ shop típ 
Video chỉ mang tính chất nhận xu:))) còn hình ảnh là t chụp thật nha",,,,,neutral,,,
Son oki la lứmmm aggg….. Hình ảnh chỉ mang tính chất nhận xuuuu…….kfjvfikcfkofmcjfnckcmdkcm j ịccn ncndmc kndcnncbcnc❤️❤️,,,,,neutral,,,
son sieu xinh muot lam màu lên đúng 2 màu này giống nhau k đều mauc lắm,,positive,,,,neutral,,
"Son đánh lên mịn,không bị bột,không khô môi,giao đúng màu...okkk",,positive,,,,,positive,
Son màu xinh nhưng mà k lì nha ạ nói chung cũng được thôiiiiiii bsjshshshsbs,negative,,,,,positive,,
"Sản phẩm rất tuyệt, trải nghiệm tuyệt vời. Quả là nhà sản xuất đã gửi gắm rất nhiều tâm tư. U là chời, gói hàng xinh xĩu luon á, lâu trôi nữa. Đỉnh nhaa. Xin nghiêng mình nhận xu",positive,,,,,,,positive
"Son môi đẹp n mà nhanh Sp đẹp lắm nha mn
Chỉ cần mua một shop mà mk có đầy đủ cả 1 bôh makeup luôn
Chất lượng tuyệt vời luôn",,,,,neutral,,,
"Công dụng: bôi mỏ chứ làm gì
Kết cấu: cái vỏ ổn
Độ bền màu: không bền lắm
Phù hợp giá tiền giao tương đối nhanh",negative,neutral,,positive,,,negative,
"“ Anh đừng buồn, vì em vẫn thương anh.
Dù cuộc sống chẳng dễ dàng là mấy. 
Đôi lúc mệt nhoài có làm anh chán ngấy. 
Anh cũng đừng buồn, vì em mãi ở đây.. “",,,,,neutral,,,
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🙂😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🙂🙂🙂🙂🙂😍😍😍😍😍😍😍😍,,,,,neutral,,,
Độ bền màu: hơi bị lì  :3,positive,,,,,,,
Hình ảnh và video chỉ mang tính chất minh họa thôi ạ nma chất son đẹp và mướt lắm không bị khô môi ạ em đặt hộ và bạn ý còn nhờ em đặt thêm để chơi tết,,positive,,,,,,
"Nhận được hàng mang ra test thử luôn. 
Điều làm mình mắt chữ O mồm chữ A đó chính là độ mịn, lì nhưng k hề khô, mùi thơm ngọt như kẹo vậy! 
Cây son cầm đầm, chắc tay, rất là xinh!
Màu lên môi 10đ 
Xin lỗi vì up ảnh klq 🥰🥰🥰",positive,positive,positive,,,positive,,
Chất son hơi khô hơi khó tán màu lên rõ đậm đóng gói cẩn thận hàng qte nên giao hơi lâu,,negative,,,,,negative,positive
Son lì lắm luôn ấy nhưng không bị khô môi. Son khô lại rất nhanh nên phải tán nhanh nếu k dễ bị vón. Không ăn uống thì lưu màu đến hơn 5 tiếng. Ưng lắm,positive,neutral,,,,,,
"Video mang tính chất nhận xu 
Son lên môi màu chuẩn với xinh xỉu. Rất là thơm luôn. Được shop tặng thêm quà siêu yêu 💕",,,positive,,,positive,,
Son xịn đánh mịn mà lâu trôi.cho shop 5 sao lần sau ủng hộ tiếp.,positive,positive,,,,,,
"Công dụng: son
Kết cấu: đẹp
Độ bền màu: cũng lâu
Màu đẹp dễ đánh hàng ngày",positive,positive,,,,positive,,
"Kết cấu: jd
Độ bền màu: tốt
Giao hàng cực nhanh, chính hãng màu đẹp, gói kĩ ……",positive,neutral,,,,positive,positive,positive
Sản phẩm siêu ok lun nha…………………………….ảnh mang tính chất nhận xu ạ,,,,,neutral,,,
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",,,,,neutral,,,
"Mình đã nhận được hàng
Cảm ơn shop rất nhiều
Hàng đóng gói rất đẹp và son như ý.",,,,,,,,positive
"Công dụng: Tốt giá rẻ 💞
Kết cấu: màu lì nhưng mà kí mạnh thì ra nhaa mà son lâu lên môi thì khó chùi lắm nhaa
Độ bền màu: màu đẹp 💞
Giao hơi lâu nhưng mà kh saooo",positive,neutral,,positive,,positive,negative,
"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm sản phẩm rất đẹp.",,,,,,,,positive
"Chất lượng sản phẩm tuyệt vờiiii, đã mua đến cây thứ ba, chất son mịn",,positive,,,,,,
"Dùng tốt lắm nha, màu lên đẹp, nhưng không lì, mùi thơm dễ chịu",negative,,positive,,,positive,,
"Shop phục vụ tốt , giao hàng hơi lâu, shipper dễ tính",,,,,,,negative,
giao hàng nhanh son màu đẹp săn được giá rẻ hihi nên mua ngay đi,,,,positive,,positive,positive,
"hàng về ok, sẽ ủng hộ shop mình tiếp, hình ảnh chỉ mang tính chất minh hoạ",,,,,neutral,,,
"Giao hàng hơi chậm, màu son rất đẹp và mịn luôn. nếu có mua nua sẽ ủng hộ shop tiếp nè",,positive,,,,positive,negative,
Ui son màu siêu đẹp giá còn hạt dẻ nữa chứ . Quá ưng ý luôn. Sẽ ủng hộ shop tiếp.,,,,positive,,positive,,
"son đẹp, đủ, rẻ, gói chắc chắn, hévsbsksgdbjdkdkdndnbdxvh",,,,positive,,,,positive
"Hưởng ứng “Ngày toàn dân phòng cháy chữa cháy 04/10”, toàn dân chủ động phòng ngừa, nâng cao ý thức, kiến thức, kỹ năng phòng cháy chữa cháy và cứu nạn cứu hộ.",,,,,neutral,,,
"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm kĩ càng.....",,,,,,,,positive
hdjdjdndn bsjsjsjd bdjdjsj dbhdjs bssisk bshshhsj bsjsjsis bshsjsjs bdjdjjd ndsisjdj bdjdjsjjd bdjdjsjs djdjjdj ndjdjdj ndjdjdjd hdjdjdjd hdjdjdjd,,,,,neutral,,,
"Shop đóng gói sản phẩm chắc chắn , chất son mịn , thơm k gây khô môi . Màu đẹp xỉu lun á",,positive,positive,,,positive,,positive
"Giao hàng hơi lâu do dịch bệnh nhưng được thông quan cái là Okela 
Hàng chính hãng xịn lắm nha
Sẽ ủng hộ shop tiếp ạ 
Iuuuuuuuuuuuuuuuuuuuuuuuuuu",,,,,,,negative,
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",,,,,neutral,,,
"Màu 25 này xinh cực, da mình hơi ngăm son màu này lên hợp lắm. Màu này nghiêng về cam nhiều hơn đỏ, độ lì thì mình chưa test thử. Mình có dùng BR A12 thì thấy chất son của BR đặc với khô môi hơn Bbia nha. Mình chụp cam thường ip mà màu nó k giống ở ngoài lắm đâu, nói chung rất đáng tiền nhenn<3",neutral,negative,,positive,,positive,,
Chưa dùng thử nên cũng chưa bt chắc là cũng đẹp đóng gói sản phẩm đẹp .....,,,,,,,,positive
màu này thì nhìn khá tươi . nhưng mà chưa thì vì mình mang đi tặng ,,,,,,neutral,,
Son nhỏ nhắn xinh lắm ạ. Lần tới sẽ lại mau thêm. Màu xinh lắm fjd,,,,,,positive,,
Bxjksnshksknsnjsnxnnxkemndjxkndbksnsnjsnxnjdjsnbdnejsn,,,,,neutral,,,
"son này đỉnh lắmmmm luôn ạ , ko hề có bột luôn nha em sẽ mua lại lần sau ship cũng nhanh nữa ủng hộ",,positive,,,,,positive,
Hàng giao nhanh cực... sản phẩm tuyệt vời giá ok luôn nha.    ....,,,,positive,,,positive,
son siuuuuu xịnnn lên màu cực đẹpp khôgn có gì để nói lunnnnnn,,,,,,positive,,
"Màu son đẹp,nhẹ môi...hình ảnh chỉ mang tính chất nhận xu...",,positive,,,,positive,,
"Đồ vừa rẻ vừa chất lượng tốt có điều là mùi son hơi khó chịu nha mng, ai k thic thì cân nhắc ạ",,,negative,positive,,,,
"Son xinh lắm mọi người 
Giao đúng hàng 
Son có mùi thơm cherry 
Màu lên chuẩn 
Nói chung là rất hàu lòng 😘",,,positive,,,positive,positive,
Chất lượng sp tuyệt vời.............mmmmmmmmmmmmmmmmmmm,,,,,neutral,,,
"Son xịn ạ,mình mua lần thứ 2 rồi,rất ưng luôn ạ,giao hàng cũng khá nhanh nữa ạ",,,,,,,positive,
"Công dụng: gIao hàng nhanh chóng, đẹp, thơm và rat dang tien mua fesdsa
Độ bền màu: 10/10 o",positive,,positive,positive,,,positive,
"Màu son đẹp , thơm âghsjdirdjdkdoejebdbdjdjjfndndnfnfnfnfnfnfbf cncnffkjdjfjfnfnf fnfjdjdnfndbdbjfjffidkejehb",,,positive,,,positive,,
Son lên màu đẹp chất lì . Ảnh là test từ chiều tối mới chụp nsshksjsbcsjjsjdjdjg,positive,,,,,positive,,
"Màu lên đẹp, chính hãnh
Cítityochlfjzitchlzjxkgzfjzkkxfzfj",,,,,,positive,,
Son đẹp giá rẻ mịn vvaf thơm lắm nha mọi người nên mua ạ,,positive,positive,positive,,,,
"màu này siêu sịn và tôn da luôn ý , rất rất nên muaaaaa",,,,,,positive,,
"Son màu đẹp, thơm gất đáng tiền mua, nên mua và dùng thử sản phẩm này",,,positive,positive,,positive,,
"Màu xinh nèee, okii lắmmm nheee :3
Nên mua nha mọi ngườiiiiii",,,,,,positive,,
Chất son ok màu đẹp snjwjwbejeksnebdbdndndndbebendndndn,,positive,,,,positive,,
"Công dụng: đánh.Làm đẹp
Kết cấu: bên ngoài khá đẹp nhưng mút son hơn chặt
Độ bền màu: lên màu đẹp đúng như hình",neutral,neutral,,,,positive,,
Son xinh lắm nha m.n 😍 mùi thơm hương dâu 🍓 . Son mình săn sale 12/12 nên giá siêu rẻ luôn. Hãy mua lấy một em về thôi nào các chị em ơi,,,positive,positive,,,,
"Đóng gói chắc chắn lắm dù mua có 1 thỏi son, hàng chính hàng k h để chê, đc tặng cả thiệp dù mk nhận là hết noel r :(( màu 25 thì k cần ns thêm j nx, ưng",,,,,,positive,,positive
Lalalalalallakalalalalallakalakakakakakkwkwkwkwkwkajawi,,,,,neutral,,,
"Chất son xấu , son như fake ý , màu lên k chuẩn ,thất vọng",,negative,,,,negative,,
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này",,,,,neutral,,,
Gaghwhhhhhwhhqhqhqhhqgqgqgwggwggwggwgwgwggwggwgwggwggwgwggwggwgwggwgwggwgwggwg,,,,,neutral,,,
"son mịn lm luôn, vỏ son nhìn nó soang…
giao hàng nhanh
đóng gói kĩ",,positive,,,,,positive,positive
"..,.......fidodjdofnfkfkfkffjfkdndidofjfjfiffkfidifod",,,,,neutral,,,
"Chất son mịn, màu cam hồng đào, sẽ hợp với ai da trắng hoặc phải make up, chứ ko thì sẽ làm da bị tối đi, lần đầu tiên xài hàng trung nội địa :)))",,positive,,,,neutral,,
